TMDb ID,IMDb ID,Name on IMDb,Birth Name,Spouse Name,Spouse IMDb
150168,nm0369148,William Hauber,William Carl Hauber,Myrtle E. Crosthwaite,Not Found
150169,nm0422135,George Jeske,George Washington Jaeschke,George Jeske,Not Found
150177,nm0587829,Rube Miller, Not Found , Not Found ,Not Found
150178,nm0336339,Ralph Graves,Ralph Horsburgh,Betty Flournoy,/name/nm1096660?ref_=nmbio_sp_1
150179,nm0230188,Anna Dodge,Anna Vickers,George Hernandez,/name/nm0379580?ref_=nmbio_sp_1
150184,nm0908823,Ramsey Wallace,Archibald Ramsey Wallace,Esther Donders Wallace,Not Found
150190,nm0370271,J.G. Hawks,John Gerald Hawks,J.G. Hawks,Not Found
150191,nm0479126,Laura La Varnie,Laura Anderson,Frank La Varnie,Not Found
150192,nm0168595,Lew Cody,Louis Joseph Côté,Mabel Normand,/name/nm0635667?ref_=nmbio_sp_1
150194,nm0222367,Minnie Devereaux, Not Found , Not Found ,Not Found
150207,nm1364280,Damion Poitier, Not Found , Not Found ,Not Found
150238,nm0394944,Jeffrey Hornaday, Not Found , Not Found ,Not Found
150254,nm0327104,Ryûtarô Gomi, Not Found , Not Found ,Not Found
150319,nm0441547,Jun Katsumura, Not Found , Not Found ,Not Found
150340,nm0793639,Akira Shimizu, Not Found , Not Found ,Not Found
150368,nm0701918,Benito Pérez Galdós, Not Found , Not Found ,Not Found
150576,nm0573503,John McMurtry, Not Found , Not Found ,Not Found
150604,nm0639545,Eugene O'Brien,Louis O'Brien,Eugene O'Brien,Not Found
150605,nm0407855,Pola Illéry,Paula Iliescu,Daniel Alpert,Not Found
150606,nm0344933,Edmond T. Gréville,Edmond Greville Thonger,Vanda Gréville,/name/nm0137474?ref_=nmbio_sp_1
150627,nm0090695,Bill Bocket,François Julien Bontemps,Bill Bocket,/name/nm0137474?ref_=nmbio_sp_1
150628,nm0810158,Thorne Smith, Not Found , Not Found ,Not Found
150633,nm0602840,Eddie Moran,Edwin Edward Moran,Eddie Moran,Not Found
150634,nm0709917,Lillian Randolph, Not Found ,? Mckee,Not Found
150635,nm0835297,Arkadiy Strugatskiy, Not Found , Not Found ,Not Found
150636,nm0835298,Boris Strugatskiy,Boris Natanovich Strugatskiy,Boris Strugatskiy,Not Found
150637,nm0225469,Paul Dickey, Not Found ,Inez Plummer,Not Found
150638,nm0295688,Trixie Friganza,Delia O'Callahan,Charles A. Goettler,Not Found
150639,nm0354313,William Haines,Charles William Haines,William Haines,Not Found
150718,nm0123556,David Burton, Not Found , Not Found ,Not Found
150722,nm0738305,Henri Rollan,Henri Martine,Henri Rollan,Not Found
150737,nm0821071,Antoine Stacquet, Not Found , Not Found ,Not Found
150739,nm0726980,Art Riley,Arthur Irwin Riley,Art Riley,Not Found
150755,nm0712391,Thurl Ravenscroft,Thurl Arthur Ravenscroft,June Seamans,Not Found
150758,nm0629385,George Nicholas, Not Found ,Dorothy McMannamy,Not Found
150766,nm0940966,Marvin Woodward, Not Found , Not Found ,Not Found
150768,nm0779694,Retta Scott, Not Found , Not Found ,Not Found
150769,nm0526645,Dick Lundy,Richard James Lundy,Anne,Not Found
150839,nm0095049,Ted Bonnicksen, Not Found ,Bernie Bonnicksen,/name/nm3042300?ref_=nmbio_sp_1
150844,nm0670473,Inger Pehrsson, Not Found , Not Found ,Not Found
150864,nm2133392,J.C. Calciano, Not Found , Not Found ,Not Found
150879,nm0413289,Barry Jackson, Not Found ,Denise,Not Found
150881,nm0405742,Philippe Hériat,Raymond Gérard Payelle,Philippe Hériat,Not Found
150918,nm0695078,Marcelle Pradot,Marcelle Marie Claire Penicaut,Marcel L'Herbier,/name/nm0478303?ref_=nmbio_sp_1
150939,nm0756790,Claude Sainval,Claude Mac Connel,Claude Sainval,/name/nm0478303?ref_=nmbio_sp_1
150947,nm0437128,Richard Kanayan, Not Found , Not Found ,Not Found
150948,nm0424719,Carmencita Johnson, Not Found ,Jack Robertson,Not Found
150955,nm0668015,Lennox Pawle,John Lennox Pawle,Dorothy Isabel Parker,Not Found
151007,nm1697122,Jason Hewitt, Not Found , Not Found ,Not Found
151125,nm0709056,Peter Ramsey, Not Found , Not Found ,Not Found
151137,nm0654588,David Oxley, Not Found , Not Found ,Not Found
151158,nm0372545,Estelle Hemsley, Not Found , Not Found ,Not Found
151224,nm0786810,Clarine Seymour, Not Found , Not Found ,Not Found
151273,nm0896422,Thea Vidale, Not Found ,Bill,Not Found
151278,nm0740332,Kevin Rooney, Not Found , Not Found ,Not Found
151326,nm4437821,James Wilcox, Not Found , Not Found ,Not Found
151384,nm0551642,Cynthia Martells, Not Found ,?,Not Found
151423,nm0528761,Meredith Scott Lynn, Not Found , Not Found ,Not Found
151433,nm0794870,Pamela Susan Shoop, Not Found ,Terrance Sweeney,/name/nm0842111?ref_=nmbio_sp_1
151438,nm0881991,Joe Urla, Not Found , Not Found ,Not Found
151442,nm0768350,Rolf Saxon, Not Found ,Stella,Not Found
151463,nm0633121,Kip Niven,Clifford Wallace Niven,Mary Beth Reiff,Not Found
151470,nm0395731,Charles Horvath, Not Found ,Margo,Not Found
151482,nm0177879,Ben Cooper,Benjamin Austin Cooper Jr.,Pamela Raymond,/name/nm0713340?ref_=nmbio_sp_1
151503,nm0607465,Byron Morrow,William Byron Morrow,Byron Morrow,/name/nm0713340?ref_=nmbio_sp_1
151511,nm0697231,Maudie Prickett,Maude Merrie Doyle,Cyril Bernard Cooper,Not Found
151522,nm0060701,Arthur Batanides, Not Found ,Anne Rasmussen,Not Found
151528,nm0779429,Ken Scott,Kenneth E. Schibath,Patricia Joyce,/name/nm0431584?ref_=nmbio_sp_1
151529,nm0275987,Logan Field,Walter Logan Field,Logan Field,/name/nm0431584?ref_=nmbio_sp_1
151536,nm0935067,Jason Wingreen, Not Found ,Gloria Scott Backe,Not Found
151547,nm0038066,Jan Arvan,Jan Arvanitas,Jan Arvan,Not Found
151550,nm0587333,John Milford,John Hackney Milford,Susan Graw,Not Found
151555,nm0564562,Pat McCaffrie,Patric Francis McCaffrie,Pat McCaffrie,Not Found
151569,nm0432410,Gordon Jump,Alexander Gordon Jump,Betty Sue McKeever,Not Found
151579,nm0400019,Craig Huebing, Not Found ,Davey Davison,/name/nm0205704?ref_=nmbio_sp_1
151606,nm0852529,Jana Taylor, Not Found ,Louis Michael Perretta,Not Found
151628,nm0544382,Ralph Manza, Not Found ,Catherine Antonette LaFata,Not Found
151644,nm0243705,Larry Duran,Lawrence Duran,Karen (?),Not Found
151651,nm0832415,Larry Storch, Not Found ,Norma Storch,/name/nm0832416?ref_=nmbio_sp_1
151657,nm0074405,Jacques Bergerac,Jacques Gilbert Henri Bergeruc,Dorothy Malone,/name/nm0540416?ref_=nmbio_sp_1
151659,nm0005310,Regis Philbin,Regis Francis Xavier Philbin,Joy Philbin,/name/nm0005309?ref_=nmbio_sp_1
151663,nm0319097,Stu Gilliam,Stewart Byron Gilliam,Vivian White,Not Found
151669,nm0382554,Eddie Hice,Edward Louis Joseph Hice,Dianne L. Wilson,Not Found
151676,nm0146345,Rico Cattani,Henry Edward Hormann,Rico Cattani,Not Found
151682,nm0923268,Ned Wever,Edward Hooper Wever,Ned Wever,Not Found
151689,nm0266144,Harry Falk,Harry George Falk Jr,Candace Sue Wiesner,Not Found
151695,nm0060789,Charles Bateman,Charles Wilbur Bateman,Charles Bateman,Not Found
151727,nm0371372,Johnny Haymer,Haymer Lionel Flieg,Helen Sylivia Graff,Not Found
151771,nm0568534,Bernard McEveety, Not Found , Not Found ,Not Found
151797,nm0558449,Jack Mather,Jack Hallett Mather,Jack Mather,Not Found
151819,nm0950788,Jimmy Yuill, Not Found , Not Found ,Not Found
151848,nm0801788,Jeremy Sinden, Not Found ,Delia Lindsay,/name/nm0512205?ref_=nmbio_sp_1
151849,nm0460838,Charlotte Knight, Not Found , Not Found ,Not Found
151855,nm0171956,Richard Collier, Not Found , Not Found ,Not Found
151859,nm0642877,Ollie O'Toole,John F. Toole,Mildred L.,Not Found
151864,nm0931621,Rush Williams,Rush Pritchett Williams Jr.,Rush Williams,Not Found
151865,nm0322658,Roy Glenn,Roy Edwin Glenn,Pauline (Lilla) Fractious,Not Found
151871,nm0173842,Pat Comiskey, Not Found , Not Found ,Not Found
151875,nm0543939,Maurice Manson,Moritz Levine,Maurice Manson,Not Found
151886,nm0507189,Forrest Lewis, Not Found , Not Found ,Not Found
151887,nm0598574,Tom Monroe,Alfred Thomas Monroe,Tom Monroe,Not Found
151895,nm0160701,Ken Christy,Robert Kenneth Christy,Ken Christy,Not Found
151897,nm0926691,Patrick Whyte, Not Found ,Arline Woodward,Not Found
151914,nm0604017,Jorge Moreno,George Alberto Morris Jr,Jorge Moreno,Not Found
151936,nm0529365,Herbert Lytton,Herbert Lytton Cress,Herbert Lytton,Not Found
152000,nm0748979,Oscar Rudolph, Not Found , Not Found ,Not Found
152091,nm0545169,Terry Marcel, Not Found , Not Found ,Not Found
152219,nm0161410,Stephen Churchett, Not Found , Not Found ,Not Found
152222,nm0427995,Ed Jones, Not Found , Not Found ,Not Found
152244,nm0694260,Paul Powell,Paul Mahlon Powell,Valerie McDonald,Not Found
152283,nm0125090,Peter Butler, Not Found , Not Found ,Not Found
152289,nm0456341,Milos Kirek, Not Found , Not Found ,Not Found
152347,nm0641191,George O'Hanlon Jr.,George Samuel Phillip O'Hanlon III,Susan Pratt,/name/nm0641208?ref_=nmbio_sp_1
152405,nm1118069,Bobby Fine, Not Found , Not Found ,Not Found
152408,nm0555488,Joe Maruzzo, Not Found , Not Found ,Not Found
152421,nm0811487,John Snyder,John Alan Snyder,John Snyder,Not Found
152463,nm0110311,Boris Brkic, Not Found , Not Found ,Not Found
152548,nm0542493,Justin Monjo, Not Found , Not Found ,Not Found
152565,nm0178833,Tyler Coppin, Not Found , Not Found ,Not Found
152566,nm0235914,David Downer, Not Found ,Elaine Donnelly,/name/nm0232707?ref_=nmbio_sp_1
152572,nm0641063,Dean O'Gorman, Not Found ,Sarah Wilson,Not Found
152587,nm0068724,Jana Bellan, Not Found , Not Found ,Not Found
152591,nm0033749,Selma Archerd,Selma Helene Fenning,Army Archerd,/name/nm0033746?ref_=nmbio_sp_1
152607,nm0670914,Tim Pelt,Timothy Pelt,Cheryl Pelt,/name/nm3148051?ref_=nmbio_sp_1
152638,nm0131386,Ed Cambridge,Edmund James Cambridge,Ed Cambridge,/name/nm3148051?ref_=nmbio_sp_1
152647,nm0096908,Gene Borkan, Not Found , Not Found ,Not Found
152666,nm0368142,Peter Haskell,Peter Abraham Haskell,Dianne Tolmich,/name/nm8261381?ref_=nmbio_sp_1
152680,nm0004833,Gary Collins,Gary Ennis Collins,Mary Ann Mobley,/name/nm0595039?ref_=nmbio_sp_1
152682,nm0358449,Don Hanmer, Not Found ,Susan Huntington,Not Found
152699,nm0504424,Buddy Lester,William Lester,?,Not Found
152701,nm0633595,James Noble,James Wilkes Noble,Carolyn Coates,/name/nm0167623?ref_=nmbio_sp_1
152704,nm0702723,John Quade,John William Saunders III,Gwendolyn Rice,Not Found
152706,nm0133341,Victor Campos, Not Found ,Dalia Montano,Not Found
152710,nm0296370,Ben Frommer,Benjamin Frommer,Hilda Valerie Cohen,Not Found
152711,nm0353385,Erica Hagen, Not Found , Not Found ,Not Found
152713,nm0242668,Liam Dunn, Not Found , Not Found ,Not Found
152716,nm0371376,Dick Haymes,Richard Benjamin Haymes,Wendy Smith,Not Found
152718,nm0953175,Carmen Zapata,Carmen Margarita Zapata,Ron Friedman,Not Found
152719,nm0923913,Mark Wheeler,Mark Stamford Wheeler,Frances Lee McCain,/name/nm0564589?ref_=nmbio_sp_1
152725,nm0003064,Lew Brown, Not Found ,Toby Adler,/name/nm0012254?ref_=nmbio_sp_1
152729,nm0943671,Sandy Brown Wyeth,Sandra Brown Wyeth,Sandy Brown Wyeth,/name/nm0012254?ref_=nmbio_sp_1
152744,nm0040757,Keith Atkinson, Not Found , Not Found ,Not Found
152796,nm0325392,Bob Golden, Not Found , Not Found ,Not Found
152814,nm0167156,Lisa Cloud, Not Found , Not Found ,Not Found
152864,nm0179196,Ronnie Corbett,Ronald Balfour Corbett,Anne Hart,/name/nm1013396?ref_=nmbio_sp_1
152888,nm0937059,Steve Witting, Not Found , Not Found ,Not Found
152897,nm0195210,Dante D'Andre, Not Found , Not Found ,Not Found
152902,nm0369255,Alan Haufrect,Alan Mark Haufrect,Alan Haufrect,Not Found
152911,nm0468414,Randy Kovitz, Not Found , Not Found ,Not Found
152943,nm0641999,F.J. O'Neil, Not Found , Not Found ,Not Found
152993,nm0564782,Macon McCalman, Not Found , Not Found ,Not Found
153004,nm0937566,Gene Wolande, Not Found , Not Found ,Not Found
153026,nm0640968,Bernadette O'Farrell, Not Found ,Frank Launder,/name/nm0490950?ref_=nmbio_sp_1
153032,nm0633670,Shaun Noble,John James Shercliffe Noble,Shaun Noble,/name/nm0490950?ref_=nmbio_sp_1
153069,nm0402698,Alastair Hunter,Alexander Hunter,Alastair Hunter,/name/nm0490950?ref_=nmbio_sp_1
153076,nm0577656,Jack Melford,John Kenneth George Smith,Roberta Huby,/name/nm0399562?ref_=nmbio_sp_1
153078,nm0047850,Anthony Baird, Not Found , Not Found ,Not Found
153085,nm0199399,Paul Daneman,Paul Frederick Daneman,Susan Courtney,Not Found
153160,nm0103581,Brandon Brady,Nicholas Brandon Brady,Deanna Collins,Not Found
153179,nm0712960,Philip Ray,Roy Edgar Cochrane,Philip Ray,Not Found
153196,nm0610302,Hugh Moxey,Hugh Vincent Moxey,Hugh Moxey,Not Found
153203,nm0154021,Geoffrey Chater,Geoffrey Michael Chater Robinson,Jennifer R F Hill,Not Found
153208,nm0205233,Noel Davis,Edgar Davis,Noel Davis,Not Found
153212,nm0003748,Anthony Green, Not Found , Not Found ,Not Found
153230,nm0203664,David Davies, Not Found , Not Found ,Not Found
153234,nm0286655,John Forrest,John Forsht,John Forrest,Not Found
153237,nm0551256,Vera Marshe, Not Found , Not Found ,Not Found
153238,nm0833154,Clarence Straight, Not Found , Not Found ,Not Found
153254,nm0876444,Phil Tully,Phillip Milton Tully,Phil Tully,Not Found
153260,nm0888573,Vivian Vance,Vivian Roberta Jones,John Richard Dodds,Not Found
153263,nm0091922,Hazel Boyne, Not Found , Not Found ,Not Found
153265,nm0095023,Gail Bonney,Goldie Bonowitz,Gail Bonney,Not Found
153266,nm0070153,Bea Benaderet,Beatrice Benaderet,Gene Twombly,/name/nm1553972?ref_=nmbio_sp_1
153277,nm0550631,Myra Marsh, Not Found ,John VanPelt,Not Found
153292,nm0853517,Phil Tead,Phillips Tead,Phil Tead,Not Found
153295,nm0658476,Tom Palmer,Antonio Giuseppe Alfonso Pipolo,Tom Palmer,Not Found
153315,nm0231529,Joe Dominguez,Jose J. Dominguez,Joe Dominguez,Not Found
153318,nm0362496,Eloise Hardt,Florence Louise Hardt,Paul MacNamara,Not Found
153322,nm0570277,Paul McGuire,Paul James McGuire,Paul McGuire,Not Found
153337,nm0943816,Meg Wyllie,Margaret Gillespie Wyllie,Meg Wyllie,Not Found
153356,nm0048256,Benny Baker,Benjamin Michael Zifkin,Edith Turgell,Not Found
153363,nm0571534,Ida Mae McKenzie, Not Found , Not Found ,Not Found
153365,nm0283456,Gertrude Flynn, Not Found ,Asa Cyril Bordages, Jr.
153374,nm0059091,Anne Barton,Anne Henderson,Dan Barton,/name/nm0059114?ref_=nmbio_sp_1
153380,nm0792539,Orville Sherman,Orville D. Sherman,Jean Reno,Not Found
153386,nm0270931,Eric Feldary, Not Found , Not Found ,Not Found
153392,nm0149204,George Cisar, Not Found , Not Found ,Not Found
153393,nm0339281,Tom Greenway, Not Found , Not Found ,Not Found
153394,nm0322005,Seamon Glass, Not Found ,Yan Zhang,Not Found
153395,nm0830818,Walter Stocker,Walter Russell Stocker Jr.,Walter Stocker,Not Found
153410,nm0171938,Marian Collier, Not Found ,E. Jack Neuman,/name/nm0626981?ref_=nmbio_sp_1
153413,nm0886733,Jerry Van Dyke,Jerry McCord Van Dyke,Shirley Ann Jones,Not Found
153421,nm0533626,David Macklin,David Mortashed,Lee A Duff Jr.,Not Found
153422,nm0625171,Bek Nelson,Doris Stiner,Don Gordon,/name/nm0330150?ref_=nmbio_sp_1
153432,nm0259856,Marilyn Erskine,Marilyn Betty Erskine,Charles William Curland,Not Found
153437,nm0925914,Anne Whitfield, Not Found ,John F. Phillips,Not Found
153443,nm0593146,Belle Mitchell, Not Found , Not Found ,Not Found
153446,nm0150418,Phil Chambers,Horace Phillip Chambers,Phil Chambers,Not Found
153459,nm0154811,Al Checco, Not Found , Not Found ,Not Found
153470,nm0104919,Hank Brandt,Henry Brandt,Dixie Dixon,Not Found
153486,nm0059535,Wolfe Barzell, Not Found , Not Found ,Not Found
153493,nm0312835,Paul Genge,Paul Morgan Genge,Jeanne E. Lasher,Not Found
153502,nm0221058,Sandy Descher, Not Found ,Donald White,Not Found
153505,nm0102927,Martin Braddock, Not Found , Not Found ,Not Found
153516,nm0709902,Isabel Randolph, Not Found , Not Found ,Not Found
153546,nm0314761,Lisa Gerritsen,Lisa Orszag,John Rustan,Not Found
153556,nm0616901,Jessica Myerson, Not Found ,Alan Myerson,/name/nm0002887?ref_=nmbio_sp_1
153573,nm0360876,Janis Hansen, Not Found , Not Found ,Not Found
153582,nm0498422,Virginia Ann Lee, Not Found , Not Found ,Not Found
153584,nm0873899,Louise Troy, Not Found ,Werner Klemperer,/name/nm0459252?ref_=nmbio_sp_1
153588,nm0524843,Allen Ludden,Allen Packard Ellsworth,Betty White,/name/nm0924508?ref_=nmbio_sp_1
153591,nm0216850,Frank Delfino, Not Found , Not Found ,Not Found
153609,nm0363518,Joy Harmon,Joy Patricia Harmon,Jeff Gourson,/name/nm0324122?ref_=nmbio_sp_1
153618,nm0604736,Jaye P. Morgan,Mary Margaret Morgan,Jaye P. Morgan,/name/nm0324122?ref_=nmbio_sp_1
153621,nm0033458,Allan Arbus,Allan Franklin Arbus,Mariclare Costello,/name/nm0182582?ref_=nmbio_sp_1
153628,nm0192997,Sondra Currie,Sandra Marie Currie,Alan J. Levi,/name/nm0505420?ref_=nmbio_sp_1
153638,nm0172355,Jack Collins, Not Found , Not Found ,Not Found
153641,nm0193318,Dick Curtis,Richard Dudley Dye,Ruth Sullivan,/name/nm0838322?ref_=nmbio_sp_1
153665,nm0522953,Heather Lowe,Deborah Wolfe,Andrew Prine,/name/nm0697785?ref_=nmbio_sp_1
153675,nm0773663,Thelma Schnee, Not Found ,Paul Finder Moss,/name/nm0609059?ref_=nmbio_sp_1
153686,nm0173815,Paul Comi, Not Found ,Eva Mae,Not Found
153688,nm0140390,Albert Carrier,Alberto Carrieri,Albert Carrier,Not Found
153691,nm0332520,Arthur Gould-Porter, Not Found , Not Found ,Not Found
153713,nm0153759,Frank Chase, Not Found , Not Found ,Not Found
153738,nm0367001,Paul Hartman,Paul William Hartman,Ann Buckles,/name/nm0118559?ref_=nmbio_sp_1
153742,nm0090205,True Boardman,William True Boardman Jr.,Kathleen Gilmour,Not Found
153849,nm0625314,Dick Nelson, Not Found , Not Found ,Not Found
153938,nm0728447,Suzanne Ristic, Not Found , Not Found ,Not Found
153941,nm0782966,David Selburg,David James Selburg,David Selburg,Not Found
154004,nm0544618,Jim Mapp, Not Found , Not Found ,Not Found
154022,nm0896149,Renee Victor, Not Found , Not Found ,Not Found
154035,nm0742738,Carol Rosenthal, Not Found , Not Found ,Not Found
154073,nm0849689,Richard Tanner, Not Found , Not Found ,Not Found
154114,nm0277300,Carmen Filpi, Not Found , Not Found ,Not Found
154141,nm0055481,Adilah Barnes, Not Found , Not Found ,Not Found
154142,nm0114368,Olivia Brown,Olivia Margarette Brown,Mykelti Williamson,/name/nm0932112?ref_=nmbio_sp_1
154152,nm0448417,Jacob Kenner, Not Found , Not Found ,Not Found
154158,nm0781560,Eileen Seeley,Eileen Marie Seeley,Chip Seamans,Not Found
154178,nm0860838,Wesley Thompson, Not Found , Not Found ,Not Found
154181,nm0834351,Amzie Strickland,Amzie Ellen Strickland,Frank Behrens,/name/nm0067056?ref_=nmbio_sp_1
154207,nm0068679,Anne Bellamy, Not Found , Not Found ,Not Found
154224,nm0206176,Kiva Dawson,Kiva Michelle Dawson,Hunter Bodine,/name/nm0090965?ref_=nmbio_sp_1
154272,nm0869354,Nick Toth, Not Found , Not Found ,Not Found
154287,nm0914918,Virginia Watson, Not Found , Not Found ,Not Found
154335,nm0551413,Lynne Marta, Not Found , Not Found ,Not Found
154344,nm0029924,Nick Angotti, Not Found , Not Found ,Not Found
154404,nm1821497,Derek Stephen Prince, Not Found , Not Found ,Not Found
154431,nm0925214,Michael White,Michael Simon White,Louise Moores,Not Found
154432,nm0612706,Mary Munday,Mary Eleanor Munday,Tom Gries,/name/nm0340981?ref_=nmbio_sp_1
154499,nm0415428,Allen Jaffe, Not Found ,Jeri K. Decker,Not Found
154668,nm0796732,James Sie, Not Found , Not Found ,Not Found
154693,nm0818013,Lee Spencer,Dwight Lee Spencer,Lee Spencer,Not Found
154694,nm0802742,Peter Siragusa, Not Found , Not Found ,Not Found
154697,nm0085153,Alex Black,Alexander Anthony Black,Alex Black,Not Found
154759,nm0911674,Kirk Ward, Not Found , Not Found ,Not Found
154785,nm0454701,Erik King, Not Found , Not Found ,Not Found
154818,nm0693957,Mark Povinelli, Not Found ,Heather Davis,Not Found
154826,nm0522681,Marjorie Lovett, Not Found , Not Found ,Not Found
154859,nm0718642,Catherine Reitman,Catherine Marcelle Reitman,Philip Sternberg,Not Found
154878,nm0618577,Joey Naber,Said Joseph Naber,Joey Naber,Not Found
154954,nm0001183,Bodhi Elfman,Bodhi Pine Saboff,Jenna Elfman,/name/nm0001184?ref_=nmbio_sp_1
155031,nm0219324,Elizabeth Dennehy,Elizabeth Hannah Dennehy,James Lancaster,/name/nm0484140?ref_=nmbio_sp_1
155042,nm0418012,Jim Jansen, Not Found , Not Found ,Not Found
155076,nm0948823,Julia Yorks, Not Found , Not Found ,Not Found
155077,nm0364938,Ken Harris,Karol Ross Harris,Alta,Not Found
155152,nm0226910,Stevie Ray Dallimore, Not Found , Not Found ,Not Found
155222,nm1090456,Jason Loftus, Not Found , Not Found ,Not Found
155252,nm0787892,Jeremy Shamos, Not Found ,Nina Hellman,/name/nm0375495?ref_=nmbio_sp_1
155266,nm0127408,Robert Cabal, Not Found , Not Found ,Not Found
155268,nm0036433,Elliott Arnold, Not Found , Not Found ,Not Found
155397,nm0139878,Thomas Carr,Thomas Howard Carr,Thomas Carr,Not Found
155403,nm0528936,Jamieson Price,Jamieson Kent Price,Bethany Price,Not Found
155416,nm0901099,Paul Vogt, Not Found , Not Found ,Not Found
155423,nm0456737,Kevin Kirkpatrick, Not Found , Not Found ,Not Found
155531,nm0894225,Tom Verica,Thomas A. Verica,Kira Arne,/name/nm0036169?ref_=nmbio_sp_1
155535,nm0180428,Joe Cornish,Joseph Murray Cornish,Joe Cornish,/name/nm0036169?ref_=nmbio_sp_1
155549,nm0188981,Douglas Crosby, Not Found , Not Found ,Not Found
155560,nm0406320,Ray Iannicelli, Not Found , Not Found ,Not Found
155573,nm0572125,Rod McLachlan, Not Found , Not Found ,Not Found
155618,nm0820788,Irma St. Paule, Not Found , Not Found ,Not Found
155621,nm0627945,Paul Newlan,Paul Emory Newland,Hazel Bokarney Newlan,Not Found
155626,nm0648164,Renee Olstead,Rebecca Renee Olstead,Tommy King,Not Found
155711,nm0237850,Randy Lowell,Randolph Lowell Dreyfuss,Pamela Ludwig,/name/nm0525041?ref_=nmbio_sp_1
155783,nm0712733,Allan Ray, Not Found , Not Found ,Not Found
155871,nm0372191,Shari Headley, Not Found ,Christopher Martin,/name/nm0552086?ref_=nmbio_sp_1
155907,nm0804625,Vladimir Skomarovsky, Not Found , Not Found ,Not Found
155955,nm0801548,Jean Sincere, Not Found ,Charles Carmine Zambello,Not Found
155961,nm0552924,Ralph P. Martin, Not Found , Not Found ,Not Found
155983,nm0086025,Lynn Blades, Not Found , Not Found ,Not Found
156005,nm0934910,Rachel Winfree,Rachel Vanwinkle Winfree,Rachel Winfree,Not Found
156019,nm0992253,Jeffrey Scott Jensen, Not Found , Not Found ,Not Found
156025,nm0140086,Rene Carrasco, Not Found , Not Found ,Not Found
156038,nm0671345,Patti Pelton, Not Found , Not Found ,Not Found
156085,nm0320163,Lindsey Ginter,Lindsay Lee Ginter,Lindsey Ginter,Not Found
156131,nm0945166,Stan Yale,Stanley Yale Boruck,Stan Yale,Not Found
156136,nm0851845,Sharon Tay, Not Found , Not Found ,Not Found
156143,nm0842498,Joel Swetow, Not Found , Not Found ,Not Found
156146,nm0400611,Gareth Hughes,William John Hughes,Gareth Hughes,Not Found
156192,nm0872063,Peter Trencher, Not Found , Not Found ,Not Found
156227,nm0504608,Drew Letchworth, Not Found , Not Found ,Not Found
156371,nm0402974,Morgan Hunter, Not Found , Not Found ,Not Found
156387,nm0185249,Simon Cox, Not Found , Not Found ,Not Found
156404,nm0101902,Roy Boyd, Not Found , Not Found ,Not Found
156411,nm0792073,Maurice Sherbanee, Not Found , Not Found ,Not Found
156421,nm0376318,Albert Henderson, Not Found , Not Found ,Not Found
156431,nm0784566,Arthur Senzy, Not Found , Not Found ,Not Found
156453,nm0161970,Robert Cicchini, Not Found , Not Found ,Not Found
156522,nm0535933,Brandon Maggart,Brandon Roscoe Maggart Jr.,Lu Jan Hudson,Not Found
156565,nm0484650,Matt Landers,Matthew Maurice Landers,Murphy Cross,/name/nm0189231?ref_=nmbio_sp_1
156587,nm0517011,Vera Lockwood,Elvira Anna Margherita Visconti,Lester Lockwood,Not Found
156598,nm0753246,Ann Ryerson, Not Found , Not Found ,Not Found
156603,nm0949368,Cedric Young, Not Found , Not Found ,Not Found
156666,nm0399590,Cooper Huckabee,Thomas Cooper Huckabee,Cooper Huckabee,Not Found
156701,nm0875768,Jessica Tuck,Jessica Ines Tuck,Robbie Koseff,/name/nm1199534?ref_=nmbio_sp_1
156703,nm1722096,John Judd, Not Found , Not Found ,Not Found
156734,nm0539737,Adele Malis-Morey, Not Found ,Morey,Not Found
156774,nm0924502,Bernard White, Not Found ,Jackie Katzman,/name/nm1287624?ref_=nmbio_sp_1
156788,nm0205630,Viveka Davis, Not Found , Not Found ,Not Found
156813,nm0669131,Julia Pearlstein, Not Found , Not Found ,Not Found
156869,nm0704511,Beulah Quo, Not Found ,Edwin Qwoh,Not Found
156917,nm0591567,Bob Minor,Bob Lee Minor,Yolanda,Not Found
156925,nm0466843,Annie Korzen, Not Found ,Benni Korzen,/name/nm0466844?ref_=nmbio_sp_1
156989,nm0909878,Sydney Walsh, Not Found , Not Found ,Not Found
157029,nm0171096,Kari Coleman, Not Found ,Kyle Secor,/name/nm0001717?ref_=nmbio_sp_1
157048,nm0916871,Derek Webster, Not Found , Not Found ,Not Found
157051,nm0644916,Natsuko Ohama, Not Found , Not Found ,Not Found
157108,nm0193421,Liane Curtis,Liane Alexandra Curtis,Timothy J Mackenzie,/name/nm2230292?ref_=nmbio_sp_1
157121,nm0477363,Alexandra Kyle, Not Found , Not Found ,Not Found
157146,nm0541510,Ric Mancini,Enrico P. Mancini,Marilyn Chris,/name/nm0159629?ref_=nmbio_sp_1
157166,nm0364458,Barbara Eve Harris,Barbara Evadney Reid-Hibbert,Barbara Eve Harris,/name/nm0159629?ref_=nmbio_sp_1
157169,nm0107470,Eve Brenner,Evelyn Halpern,Eve Brenner,/name/nm0159629?ref_=nmbio_sp_1
157211,nm0021597,Christopher Allport,Alexander Wise Allport Jr.,Susan Elizabeth Hayden,Not Found
157213,nm0189313,Rupert Crosse, Not Found ,Chris Calloway,/name/nm0130573?ref_=nmbio_sp_1
157287,nm0716068,Sam Reese, Not Found , Not Found ,Not Found
